Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
5,"JY Park, YH Chang","Study on Arduino Kit VR contents modularization based on virtualization technology in software education field",2018,"… of the Convergence on Culture Technology","koreascience.or.kr","https://www.koreascience.or.kr/article/JAKO201828458533757.page","https://scholar.google.com/scholar?cites=12285938594080031095&as_sdt=2005&sciodt=0,5&hl=en",177,"2021-05-11 13:43:02","","","","",,,,,5,1.67,3,2,3,"In the fourth industrial revolution era triggered by the popularization of smart phones, Human daily life and all industrial sites are becoming software and intelligent. With the universal software education for all students nationwide from 2018, Demand is surging, and hardware …"
47,"M Traub, A Maier, KL Barbehön","Future automotive architecture and the impact of IT trends",2017,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7927914/","https://scholar.google.com/scholar?cites=1889170925520141067&as_sdt=2005&sciodt=0,5&hl=en",178,"2021-05-11 13:43:02","","","","",,,,,47,11.75,16,3,4,"… SOFTWARE TECHNOLOGY DIGITALIZATION IS CREATING op- portunities that will change our under- standing of mobility … Christof Ebert Page 2. SOFTWARE TECHNOLOGY 28 IEEE SOFTWARE | WWW.COMPUTER.ORG/SOFTWARE | @IEEESOFTWARE …"
86,"C Ebert, M Paasivaara","Scaling agile",2017,"Ieee Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8106870/","https://scholar.google.com/scholar?cites=15204156190729989170&as_sdt=2005&sciodt=0,5&hl=en",179,"2021-05-11 13:43:02","","","","",,,,,86,21.50,43,2,4,"… Editor: Christof Ebert Vector Consulting Services christof.ebert@vector.com SOFTWARE TECHNOLOGY Scaling Agile Christof Ebert and Maria Paasivaara … Christof Ebert Page 2. SOFTWARE TECHNOLOGY NOVEMBER/DECEMBER 2017 | IEEE SOFTWARE 99 …"
41,"S Kansomkeat, P Thiket, J Offutt","Generating test cases from UML activity diagrams using the Condition-Classification Tree Method",2010,"… on Software Technology and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5608913/","https://scholar.google.com/scholar?cites=10594690045518302982&as_sdt=2005&sciodt=0,5&hl=en",180,"2021-05-11 13:43:02","","","","",,,,,41,3.73,14,3,11,"A key technical challenge in software testing is the design of useful test cases. Test design can be based on a variety of software artifacts, including requirements, designs, or even the implementation. The Unified Modeling Language (UML) is now widely used to describe …"
61,"TJ Gandomani, H Zulzalil…","How human aspects impress Agile software development transition and adoption",2014,"… of Software …","modul.repo.mercubuana-yogya.ac.id","http://modul.repo.mercubuana-yogya.ac.id/modul/files/openjournal/JournalOfInformation/12_144.pdf","https://scholar.google.com/scholar?cites=17333346367430439640&as_sdt=2005&sciodt=0,5&hl=en",181,"2021-05-11 13:43:02","PDF","","","",,,,,61,8.71,20,3,7,"… Aspects Impress Agile Software Development Transition and Adoption 1 Taghi Javdani Gandomani, 2 Hazura Zulzalil, 3 Abdul Azim Abdul Ghani, 4 Abu Bakar Md. Sultan and 5 Khaironi Yatim Sharif Faculty of Computer Science and Information Technology, university Putra …"
101,"FJ Pino, C Pardo, F García, M Piattini","Assessment methodology for software process improvement in small organizations",2010,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584910000777","https://scholar.google.com/scholar?cites=13244676046733168701&as_sdt=2005&sciodt=0,5&hl=en",182,"2021-05-11 13:43:02","","","","",,,,,101,9.18,25,4,11,"Context Diagnosing processes in a small company requires process assessment practices which give qualitative and quantitative results; these should offer an overall view of the process capability. The purpose is to obtain relevant information about the running of …"
57,"RG Machado, AM Wyglinski","Software-defined radio: Bridging the analog–digital divide",2015,"Proceedings of the IEEE","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7086416/","https://scholar.google.com/scholar?cites=5463084680117077399&as_sdt=2005&sciodt=0,5&hl=en",183,"2021-05-11 13:43:02","","","","",,,,,57,9.50,29,2,6,"… the possible usable bandwidth increased 3000 times. This allows the implementation of modern wireless transmission standards in SDR platforms and pushes the edge of the software defined radio technology applications …"
27,"Y Amara, K Solberg Søilen, DJ Vriens","Using the SSAV model to evaluate Business Intelligence Software",2012,"","repository.ubn.ru.nl","https://repository.ubn.ru.nl/bitstream/handle/2066/127257/127257.pdf","https://scholar.google.com/scholar?cites=7951460601958891122&as_sdt=2005&sciodt=0,5&hl=en",184,"2021-05-11 13:43:02","PDF","","","",,,,,27,3.00,9,3,9,"… 1999). Fuld & Company evaluates the software packages with regard to the five steps of the Intelligence Cycle in relation to how much we can reasonably expect the technology to support each step of the CI Cycle. They first …"
73,"R Khadka, BV Batlajery, AM Saeidi, S Jansen…","How do professionals perceive legacy systems and software modernization?",2014,"… on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2568225.2568318","https://scholar.google.com/scholar?cites=174863619772969933&as_sdt=2005&sciodt=0,5&hl=en",185,"2021-05-11 13:43:02","","","","",,,,,73,10.43,15,5,7,"… Table 1: Details of the informants Participants Domain P2, P11, P12, P20, P21 Information Technology Services P1, P15, P17, P22 Financial Service Providers P4, P5, P25, P26 Government Organizations P7, P8, P18, P19 Software Development Company P6, P10, P24 …"
58,"D Rodriguez, I Herraiz…","On software engineering repositories and their open problems",2012,"… AI Synergies in Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6227971/","https://scholar.google.com/scholar?cites=10133220016560991185&as_sdt=2005&sciodt=0,5&hl=en",186,"2021-05-11 13:43:02","","","","",,,,,58,6.44,19,3,9,"… [4] M. Harman and BF Jones, “Search-based software engineer- ing,” Information and Software Technology, vol. 43, no … [33] M. Shepperd and S. MacDonell, “Evaluating prediction sys- tems in software project estimation,” Information and Soft- ware Technology, pp. –, 2012 …"
82,"ML Despa","Comparative study on software development methodologies",2014,"Database systems journal","academia.edu","https://www.academia.edu/download/52805278/Week_2_-_Comparative_study_on_software_development_methodologies.pdf","https://scholar.google.com/scholar?cites=3262041173602332089&as_sdt=2005&sciodt=0,5&hl=en",187,"2021-05-11 13:43:02","PDF","","","",,,,,82,11.71,82,1,7,"… owner; • project team is unable to implement planned functionalities due to lack of expertise or technological limitations; • the context in which the software is going to be used changes thus generating the need for the software to change; • new technology or software product is …"
121,"V Garousi, K Petersen, B Ozkan","Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584916301203","https://scholar.google.com/scholar?cites=945618864000095906&as_sdt=2005&sciodt=0,5&hl=en",188,"2021-05-11 13:43:02","","","","",,,,,121,24.20,40,3,5,"Context: The global software industry and the software engineering (SE) academia are two large communities. However, unfortunately, the level of joint industry-academia collaborations in SE is still relatively very low, compared to the amount of activity in each of …"
56,"Á García-Crespo, R Colomo-Palacios…","A qualitative study of hard decision making in managing global software development teams",2010,"Information Systems …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10580530.2010.493839","https://scholar.google.com/scholar?cites=4775960490309308349&as_sdt=2005&sciodt=0,5&hl=en",189,"2021-05-11 13:43:02","","","","",,,,,56,5.09,19,3,11,"… plan practices and technology to support the level of coordination accurately anticipated to be required among sites. achieve shared understanding of requirements. measure the “fit” of a software architecture with the organization that will build the system, and have a set of known …"
39,"A Menolli, MA Cunha, S Reinehr, A Malucelli","“Old” theories,“New” technologies: Understanding knowledge sharing and learning in Brazilian software development companies",2015,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914001682","https://scholar.google.com/scholar?cites=3320972857477331386&as_sdt=2005&sciodt=0,5&hl=en",190,"2021-05-11 13:43:02","","","","",,,,,39,6.50,10,4,6,"Context New technologies such as social networks, wikis, blogs and other social software enable collaborative work and are important facilitators of the learning process. They provide a simple mechanism for people to communicate and collaborate and thus support …"
36,"E Galvis-Lista, JM Sánchez-Torres","A critical review of knowledge management in software process reference models",2013,"… Systems and Technology …","SciELO Brasil","https://www.scielo.br/scielo.php?pid=S1807-17752013000200323&script=sci_arttext","https://scholar.google.com/scholar?cites=6315979594671233865&as_sdt=2005&sciodt=0,5&hl=en",191,"2021-05-11 13:43:02","HTML","","","",,,,,36,4.50,18,2,8,"Knowledge Management (KM) is a critical subject for software development organizations. For this reason, the purpose of this article is to provide a critical review on the way that KM is included in several models of reference of software process (SPRM). For this, five SPRM …"
73,"D Falessi, MA Babar, G Cantone, P Kruchten","Applying empirical software engineering to software architecture: challenges and lessons learned",2010,"Empirical Software …","Springer","https://link.springer.com/article/10.1007/s10664-009-9121-0","https://scholar.google.com/scholar?cites=13989481013800696371&as_sdt=2005&sciodt=0,5&hl=en",192,"2021-05-11 13:43:02","HTML","","","",,,,,73,6.64,18,4,11,"… followed by logical thought.” One of the main reasons for carrying out empirical research is the opportunity to get objective measures (eg, in the form of statistically significant results) regarding the performance of a particular software development technology (Wohlin et al. 2000) …"
90,"S Dorairaj, J Noble, P Malik","Knowledge management in distributed agile software development",2012,"2012 Agile Conference","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6298093/","https://scholar.google.com/scholar?cites=9927948095717094015&as_sdt=2005&sciodt=0,5&hl=en",193,"2021-05-11 13:43:02","","","","",,,,,90,10.00,30,3,9,"… we interviewed par- ticipants from different roles in Agile software development: Developer, Quality Analyst, Business Analyst, Scrum Master, Agile Coach, Product Owner, and Senior Management (eg Development Manager, Recruitment Director, and Director of Technology) …"
52,"A Singhal, RP Saxena","Software models for smart grid",2012,"… International Workshop on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6225717/","https://scholar.google.com/scholar?cites=11467750714379905252&as_sdt=2005&sciodt=0,5&hl=en",194,"2021-05-11 13:43:02","","","","",,,,,52,5.78,26,2,9,"… Global Information System includes as utility for implementing advanced software systems for Smart Grid. It can be used in mapping and analyzing the volumes of information generated by smart grid technology. The interconnection between various components is shown in Fig …"
