Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
932,"RJ Wieringa","Design science methodology for information systems and software engineering",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=xLKLBQAAQBAJ&oi=fnd&pg=PR5&dq=software+engineering&ots=bWDqfpXoGs&sig=Jqik_mdcM0gaYIe2_qJmPv4_YY8","https://scholar.google.com/scholar?cites=15150545688273039344&as_sdt=2005&sciodt=0,5&hl=en",53,"2021-05-11 13:03:30","BOOK","","","",,,,,932,133.14,932,1,7,"This book provides guidelines for practicing design science in the fields of information systems and software engineering research. A design process usually iterates over two activities: first designing an artifact that improves something for stakeholders and …"
2020,"JR Abrial","Modeling in Event-B: system and software engineering",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=23UgAwAAQBAJ&oi=fnd&pg=PR11&dq=software+engineering&ots=C5IHGJxtfY&sig=35Ey2Fj9uBd_PTwp7lzdVwZ9odY","https://scholar.google.com/scholar?cites=6726124012115016584&as_sdt=2005&sciodt=0,5&hl=en",54,"2021-05-11 13:03:30","BOOK","","","",,,,,2020,183.64,2020,1,11,"A practical text suitable for an introductory or advanced course in formal methods, this book presents a mathematical approach to modelling and designing systems using an extension of the B formal method: Event-B. Based on the idea of refinement, the author's systematic …"
410,"D Šmite, C Wohlin, T Gorschek, R Feldt","Empirical evidence in global software engineering: a systematic review",2010,"Empirical software engineering","Springer","https://link.springer.com/article/10.1007/s10664-009-9123-y","https://scholar.google.com/scholar?cites=10998597039511538763&as_sdt=2005&sciodt=0,5&hl=en",55,"2021-05-11 13:03:30","HTML","","","",,,,,410,37.27,103,4,11,"Recognized as one of the trends of the 21st century, globalization of the world economies brought significant changes to nearly all industries, and in particular it includes software development. Many companies started global software engineering (GSE) to benefit from …"
56,"DA Tamburri, P Kruchten, P Lago…","What is social debt in software engineering?",2013,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6614739/","https://scholar.google.com/scholar?cites=9917450969276086539&as_sdt=2005&sciodt=0,5&hl=en",56,"2021-05-11 13:03:30","","","","",,,,,56,7.00,14,4,8,"“Social debt” in software engineering informally refers to unforeseen project cost connected to a “suboptimal” development community. The causes of suboptimal development communities can be many, ranging from global distance to organisational barriers to wrong …"
541,"B Kitchenham, P Brereton","A systematic review of systematic review process research in software engineering",2013,"Information and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584913001560","https://scholar.google.com/scholar?cites=1736668098199170402&as_sdt=2005&sciodt=0,5&hl=en",57,"2021-05-11 13:03:30","","","","",,,,,541,67.63,271,2,8,"Context Many researchers adopting systematic reviews (SRs) have also published papers discussing problems with the SR methodology and suggestions for improving it. Since guidelines for SRs in software engineering (SE) were last updated in 2007, we believe it is …"
53,"JS Molléri, K Petersen, E Mendes","Survey guidelines in software engineering: An annotated review",2016,"… on empirical software engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2961111.2962619","https://scholar.google.com/scholar?cites=4006016005204803628&as_sdt=2005&sciodt=0,5&hl=en",58,"2021-05-11 13:03:30","","","","",,,,,53,10.60,18,3,5,"Background: Survey is a method of research aiming to gather data from a large population of interest. Despite being extensively used in software engineering, survey-based research faces several challenges, such as selecting a representative population sample and …"
100,"O Hazzan, Y Dubinsky","Agile software engineering",2009,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=kNFqQW3uZucC&oi=fnd&pg=PR2&dq=software+engineering&ots=6iA3Cc-TC2&sig=EbZqDDk3TZ9tDeKL1kFb-J8xTKs","https://scholar.google.com/scholar?cites=10663998264550166910&as_sdt=2005&sciodt=0,5&hl=en",59,"2021-05-11 13:03:30","BOOK","","","",,,,,100,8.33,50,2,12,"Overview and Goals The agile approach for software development has been applied more and more extensively since the mid nineties of the 20th century. Though there are only about ten years of accumulated experience using the agile approach, it is currently conceived as …"
124,"NM Devadiga","Software engineering education: Converging with the startup industry",2017,"… IEEE 30th Conference on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8166702/","https://scholar.google.com/scholar?cites=5616458109104366727&as_sdt=2005&sciodt=0,5&hl=en",60,"2021-05-11 13:03:30","","","","",,,,,124,31.00,124,1,4,"Startups are agents of change that bring in innovations and find solutions to problems at various scales. An all-rounded engineering team is a key driver for the ability to execute the entrepreneurial ambition, from building a minimum viable product to later stages of product …"
2002,"R De Lemos, H Giese, HA Müller, M Shaw…","Software engineering for self-adaptive systems: A second research roadmap",2013,"Software Engineering for …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35813-5_1","https://scholar.google.com/scholar?cites=6326161709606373965&as_sdt=2005&sciodt=0,5&hl=en",61,"2021-05-11 13:03:30","","","","",,,,,2002,250.25,400,5,8,"The goal of this roadmap paper is to summarize the state-of-the-art and identify research challenges when developing, deploying and managing self-adaptive software systems. Instead of dealing with a wide range of topics associated with the field, we focus on four …"
46,"KJ Stol, B Fitzgerald","Theory-oriented software engineering",2015,"Science of Computer Programming","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167642314005425","https://scholar.google.com/scholar?cites=18292839185879511353&as_sdt=2005&sciodt=0,5&hl=en",62,"2021-05-11 13:03:30","HTML","","","",,,,,46,7.67,23,2,6,"There has been a growing interest in the role of theory within Software Engineering (SE) research. For several decades, researchers within the SE research community have argued that, to become a 'real'engineering science, SE needs to develop stronger theoretical …"
69,"R Hoda, J Noble, S Marshall","Using grounded theory to study the human aspects of software engineering",2010,"Human Aspects of Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1938595.1938605","https://scholar.google.com/scholar?cites=4819872819551661237&as_sdt=2005&sciodt=0,5&hl=en",63,"2021-05-11 13:03:30","","","","",,,,,69,6.27,23,3,11,"Grounded Theory (GT) is increasingly being used to study the human aspects of Software Engineering. Unfortunately, the Grounded Theory method is still not widely understood in the Software Engineering discipline. We present an overview of the Grounded Theory …"
39,"C Thomas, K Berkling","Redesign of a gamified software engineering course",2013,"2013 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6644707/","https://scholar.google.com/scholar?cites=13749349581926396541&as_sdt=2005&sciodt=0,5&hl=en",64,"2021-05-11 13:03:30","","","","",,,,,39,4.88,20,2,8,"This paper builds on work previously published as best paper at CSEDU 2013 [1], which describes the motivation gap between the teacher's view of student motivation and their actual motivation. As a result of this mismatch, the gamified Software Engineering course …"
122,"T Vale, I Crnkovic, ES De Almeida, PAMS Neto…","Twenty-eight years of component-based software engineering",2016,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121215002095","https://scholar.google.com/scholar?cites=17150175317728253736&as_sdt=2005&sciodt=0,5&hl=en",65,"2021-05-11 13:03:30","","","","",,,,,122,24.40,24,5,5,"The idea of developing software components was envisioned more than forty years ago. In the past two decades, Component-Based Software Engineering (CBSE) has emerged as a distinguishable approach in software engineering, and it has attracted the attention of many …"
107,"K Mao, L Capra, M Harman, Y Jia","A survey of the use of crowdsourcing in software engineering",2015,"Rn","cs.ucl.ac.uk","http://www.cs.ucl.ac.uk/fileadmin/UCL-CS/research/Research_Notes/rn_15_01.pdf","https://scholar.google.com/scholar?cites=408751383592935422&as_sdt=2005&sciodt=0,5&hl=en",66,"2021-05-11 13:03:30","PDF","","","",,,,,107,17.83,27,4,6,"Crowdsourcing can be used to support software engineering activities and research into these activities. In this paper we provide a comprehensive survey of the use of crowdsourcing to support software engineering activities (Crowdsourced Software …"
47,"T Menzies, E Kocaguneli, B Turhan, L Minku, F Peters","Sharing data and models in software engineering",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Qj3LAwAAQBAJ&oi=fnd&pg=PP1&dq=software+engineering&ots=coDLfQEHUy&sig=6DAiazuqxEwBT7RAGry4blBljcs","https://scholar.google.com/scholar?cites=13951839833884318073&as_sdt=2005&sciodt=0,5&hl=en",67,"2021-05-11 13:03:30","BOOK","","","",,,,,47,6.71,9,5,7,"Data Science for Software Engineering: Sharing Data and Models presents guidance and procedures for reusing data and models between projects to produce results that are useful and relevant. Starting with a background section of practical lessons and warnings for …"
45,"M Marques, SF Ochoa, MC Bastarrica…","Enhancing the student learning experience in software engineering project courses",2017,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8026185/","https://scholar.google.com/scholar?cites=13296553634423994744&as_sdt=2005&sciodt=0,5&hl=en",68,"2021-05-11 13:03:30","","","","",,,,,45,11.25,11,4,4,"Carrying out real-world software projects in their academic studies helps students to understand what they will face in industry, and to experience first-hand the challenges involved when working collaboratively. Most of the instructional strategies used to help …"
73,"D Falessi, MA Babar, G Cantone, P Kruchten","Applying empirical software engineering to software architecture: challenges and lessons learned",2010,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-009-9121-0","https://scholar.google.com/scholar?cites=13989481013800696371&as_sdt=2005&sciodt=0,5&hl=en",69,"2021-05-11 13:03:30","HTML","","","",,,,,73,6.64,18,4,11,"In the last 15 years, software architecture has emerged as an important software engineering field for managing the development and maintenance of large, software-intensive systems. Software architecture community has developed numerous methods …"
78,"T Dingsøyr, FO Bjørnson, F Shull","What do we know about knowledge management? Practical implications for software engineering",2009,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4814968/","https://scholar.google.com/scholar?cites=7473577944661545788&as_sdt=2005&sciodt=0,5&hl=en",70,"2021-05-11 13:03:30","","","","",,,,,78,6.50,26,3,12,"There have been many claims about knowledge management's benefits in software engineering, such as decreased time and cost for development, increased quality, and better decision-making abilities. Although we can find some success stories illustrating these …"
